TIME,DAY,STORES,CONGESTION,OSM_ID,LARGER_THAN_200M,KMH,CATEGORY
17:15,MONDAY   ,OPEN,0,176665188,YES,50,KA_1K
22:00,MONDAY   ,CLOSED,0,176665188,YES,50,KA_1K
18:30,TUESDAY  ,OPEN,0,176665188,YES,50,KA_1K
14:30,WEDNESDAY,OPEN,0,176665188,YES,50,KA_1K
20:45,WEDNESDAY,CLOSED,0,176665188,YES,50,KA_1K
18:00,WEDNESDAY,CLOSING,0,176665188,YES,50,KA_1K
17:00,WEDNESDAY,OPEN,0,176665188,YES,50,KA_1K
12:00,FRIDAY   ,OPEN,1,176665188,YES,50,KA_1K
21:15,THURSDAY ,CLOSING,1,176665188,YES,50,KA_1K
22:15,SUNDAY   ,CLOSED,1,176665188,YES,50,KA_1K
01:00,MONDAY   ,CLOSED,0,176665188,YES,50,KA_1K
01:30,MONDAY   ,CLOSED,0,176665188,YES,50,KA_1K
15:15,MONDAY   ,OPEN,1,176665188,YES,50,KA_1K
00:45,WEDNESDAY,CLOSED,0,176665188,YES,50,KA_1K
01:30,WEDNESDAY,CLOSED,0,176665188,YES,50,KA_1K
12:00,WEDNESDAY,OPEN,0,176665188,YES,50,KA_1K
19:45,WEDNESDAY,CLOSED,0,176665188,YES,50,KA_1K
21:45,WEDNESDAY,CLOSED,1,176665188,YES,50,KA_1K
23:15,WEDNESDAY,CLOSED,0,176665188,YES,50,KA_1K
23:45,WEDNESDAY,CLOSED,0,176665188,YES,50,KA_1K
02:30,THURSDAY ,CLOSED,0,176665188,YES,50,KA_1K
04:00,THURSDAY ,CLOSED,0,176665188,YES,50,KA_1K
04:30,THURSDAY ,CLOSED,0,176665188,YES,50,KA_1K
04:45,THURSDAY ,CLOSED,0,176665188,YES,50,KA_1K
06:00,THURSDAY ,CLOSED,0,176665188,YES,50,KA_1K
06:30,THURSDAY ,CLOSED,0,176665188,YES,50,KA_1K
14:45,THURSDAY ,OPEN,0,176665188,YES,50,KA_1K
16:15,THURSDAY ,OPEN,0,176665188,YES,50,KA_1K
18:45,THURSDAY ,OPEN,0,176665188,YES,50,KA_1K
11:15,FRIDAY   ,OPEN,0,176665188,YES,50,KA_1K
12:15,FRIDAY   ,OPEN,1,176665188,YES,50,KA_1K
13:45,FRIDAY   ,OPEN,1,176665188,YES,50,KA_1K
16:30,FRIDAY   ,OPEN,1,176665188,YES,50,KA_1K
17:45,FRIDAY   ,OPEN,0,176665188,YES,50,KA_1K
23:15,FRIDAY   ,CLOSED,1,176665188,YES,50,KA_1K
09:00,SATURDAY ,OPEN,0,176665188,YES,50,KA_1K
10:00,SATURDAY ,OPEN,0,176665188,YES,50,KA_1K
10:15,SATURDAY ,OPEN,0,176665188,YES,50,KA_1K
10:30,SATURDAY ,OPEN,0,176665188,YES,50,KA_1K
12:30,SATURDAY ,OPEN,0,176665188,YES,50,KA_1K
13:15,SATURDAY ,OPEN,0,176665188,YES,50,KA_1K
13:30,SATURDAY ,OPEN,0,176665188,YES,50,KA_1K
15:15,SATURDAY ,OPEN,0,176665188,YES,50,KA_1K
16:00,SATURDAY ,OPEN,1,176665188,YES,50,KA_1K
16:15,SATURDAY ,OPEN,1,176665188,YES,50,KA_1K
22:45,SATURDAY ,CLOSED,2,176665188,YES,50,KA_1K
23:30,SATURDAY ,CLOSED,2,176665188,YES,50,KA_1K
00:30,SUNDAY   ,CLOSED,2,176665188,YES,50,KA_1K
01:30,SUNDAY   ,CLOSED,1,176665188,YES,50,KA_1K
02:45,SUNDAY   ,CLOSED,1,176665188,YES,50,KA_1K
04:30,SUNDAY   ,CLOSED,0,176665188,YES,50,KA_1K
04:45,SUNDAY   ,CLOSED,0,176665188,YES,50,KA_1K
07:15,SUNDAY   ,CLOSED,0,176665188,YES,50,KA_1K
13:00,SUNDAY   ,CLOSED,1,176665188,YES,50,KA_1K
14:00,SUNDAY   ,CLOSED,0,176665188,YES,50,KA_1K
15:00,SUNDAY   ,CLOSED,1,176665188,YES,50,KA_1K
15:15,SUNDAY   ,CLOSED,1,176665188,YES,50,KA_1K
17:30,SUNDAY   ,CLOSED,1,176665188,YES,50,KA_1K
18:00,SUNDAY   ,CLOSED,1,176665188,YES,50,KA_1K
18:30,SUNDAY   ,CLOSED,1,176665188,YES,50,KA_1K
19:00,SUNDAY   ,CLOSED,1,176665188,YES,50,KA_1K
23:00,SUNDAY   ,CLOSED,0,176665188,YES,50,KA_1K
23:45,SUNDAY   ,CLOSED,0,176665188,YES,50,KA_1K
14:30,MONDAY   ,OPEN,0,176665188,YES,50,KA_1K
16:00,MONDAY   ,OPEN,0,176665188,YES,50,KA_1K
16:30,MONDAY   ,OPEN,0,176665188,YES,50,KA_1K
17:15,MONDAY   ,OPEN,0,176665188,YES,50,KA_1K
18:30,MONDAY   ,CLOSING,0,176665188,YES,50,KA_1K
02:00,TUESDAY  ,CLOSED,0,176665188,YES,50,KA_1K
04:00,TUESDAY  ,CLOSED,0,176665188,YES,50,KA_1K
08:15,TUESDAY  ,OPENING,1,176665188,YES,50,KA_1K
12:00,TUESDAY  ,OPEN,1,176665188,YES,50,KA_1K
14:15,TUESDAY  ,OPEN,0,176665188,YES,50,KA_1K
14:45,TUESDAY  ,OPEN,1,176665188,YES,50,KA_1K
15:45,TUESDAY  ,OPEN,0,176665188,YES,50,KA_1K
16:30,TUESDAY  ,OPEN,0,176665188,YES,50,KA_1K
20:30,TUESDAY  ,OPEN,0,176665188,YES,50,KA_1K
21:15,TUESDAY  ,CLOSING,0,176665188,YES,50,KA_1K
22:15,TUESDAY  ,CLOSED,0,176665188,YES,50,KA_1K
04:15,WEDNESDAY,CLOSED,0,176665188,YES,50,KA_1K
07:45,WEDNESDAY,OPENING,0,176665188,YES,50,KA_1K
08:30,WEDNESDAY,OPENING,0,176665188,YES,50,KA_1K
11:45,THURSDAY ,OPEN,1,176665188,YES,50,KA_1K
13:45,THURSDAY ,OPEN,1,176665188,YES,50,KA_1K
16:15,THURSDAY ,OPEN,0,176665188,YES,50,KA_1K
20:00,THURSDAY ,OPEN,1,176665188,YES,50,KA_1K
22:45,THURSDAY ,CLOSED,0,176665188,YES,50,KA_1K
23:00,THURSDAY ,CLOSED,0,176665188,YES,50,KA_1K
04:00,FRIDAY   ,CLOSED,1,176665188,YES,50,KA_1K
06:00,FRIDAY   ,CLOSED,0,176665188,YES,50,KA_1K
07:15,FRIDAY   ,CLOSED,0,176665188,YES,50,KA_1K
07:30,FRIDAY   ,OPENING,0,176665188,YES,50,KA_1K
10:45,FRIDAY   ,OPEN,1,176665188,YES,50,KA_1K
14:30,FRIDAY   ,OPEN,1,176665188,YES,50,KA_1K
15:15,FRIDAY   ,OPEN,1,176665188,YES,50,KA_1K
15:30,FRIDAY   ,OPEN,1,176665188,YES,50,KA_1K
18:15,FRIDAY   ,OPEN,0,176665188,YES,50,KA_1K
18:30,FRIDAY   ,OPEN,0,176665188,YES,50,KA_1K
19:30,FRIDAY   ,OPEN,1,176665188,YES,50,KA_1K
21:00,FRIDAY   ,CLOSING,1,176665188,YES,50,KA_1K
06:30,SATURDAY ,CLOSED,0,176665188,YES,50,KA_1K
07:45,SATURDAY ,OPENING,0,176665188,YES,50,KA_1K
08:00,SATURDAY ,OPENING,0,176665188,YES,50,KA_1K
08:45,SATURDAY ,OPENING,0,176665188,YES,50,KA_1K
09:30,SATURDAY ,OPEN,0,176665188,YES,50,KA_1K
11:15,SATURDAY ,OPEN,0,176665188,YES,50,KA_1K
12:00,SATURDAY ,OPEN,0,176665188,YES,50,KA_1K
04:15,SUNDAY   ,CLOSED,0,176665188,YES,50,KA_1K
05:30,SUNDAY   ,CLOSED,0,176665188,YES,50,KA_1K
07:00,SUNDAY   ,CLOSED,0,176665188,YES,50,KA_1K
07:30,SUNDAY   ,CLOSED,0,176665188,YES,50,KA_1K
08:00,SUNDAY   ,CLOSED,0,176665188,YES,50,KA_1K
09:15,SUNDAY   ,CLOSED,0,176665188,YES,50,KA_1K
15:15,SUNDAY   ,CLOSED,0,176665188,YES,50,KA_1K
15:30,SUNDAY   ,CLOSED,1,176665188,YES,50,KA_1K
16:00,SUNDAY   ,CLOSED,1,176665188,YES,50,KA_1K
18:00,SUNDAY   ,CLOSED,1,176665188,YES,50,KA_1K
20:30,SUNDAY   ,CLOSED,1,176665188,YES,50,KA_1K
21:15,SUNDAY   ,CLOSED,1,176665188,YES,50,KA_1K
00:15,MONDAY   ,CLOSED,0,176665188,YES,50,KA_1K
05:45,MONDAY   ,CLOSED,0,176665188,YES,50,KA_1K
06:30,MONDAY   ,CLOSED,0,176665188,YES,50,KA_1K
06:45,MONDAY   ,CLOSED,0,176665188,YES,50,KA_1K
07:30,MONDAY   ,OPENING,0,176665188,YES,50,KA_1K
11:00,MONDAY   ,OPEN,1,176665188,YES,50,KA_1K
13:00,MONDAY   ,OPEN,1,176665188,YES,50,KA_1K
14:00,MONDAY   ,OPEN,1,176665188,YES,50,KA_1K
15:45,MONDAY   ,OPEN,0,176665188,YES,50,KA_1K
19:30,MONDAY   ,CLOSED,0,176665188,YES,50,KA_1K
23:45,MONDAY   ,CLOSED,0,176665188,YES,50,KA_1K
01:30,TUESDAY  ,CLOSED,0,176665188,YES,50,KA_1K
03:15,TUESDAY  ,CLOSED,0,176665188,YES,50,KA_1K
04:00,TUESDAY  ,CLOSED,1,176665188,YES,50,KA_1K
07:15,TUESDAY  ,CLOSED,0,176665188,YES,50,KA_1K
07:30,TUESDAY  ,OPENING,0,176665188,YES,50,KA_1K
10:30,TUESDAY  ,OPEN,1,176665188,YES,50,KA_1K
19:15,TUESDAY  ,OPEN,0,176665188,YES,50,KA_1K
01:00,WEDNESDAY,CLOSED,0,176665188,YES,50,KA_1K
01:15,WEDNESDAY,CLOSED,0,176665188,YES,50,KA_1K
04:45,WEDNESDAY,CLOSED,0,176665188,YES,50,KA_1K
05:30,WEDNESDAY,CLOSED,0,176665188,YES,50,KA_1K
08:15,WEDNESDAY,OPENING,0,176665188,YES,50,KA_1K
09:30,WEDNESDAY,OPEN,1,176665188,YES,50,KA_1K
09:45,WEDNESDAY,OPEN,1,176665188,YES,50,KA_1K
10:00,WEDNESDAY,OPEN,1,176665188,YES,50,KA_1K
10:15,WEDNESDAY,OPEN,1,176665188,YES,50,KA_1K
14:00,WEDNESDAY,OPEN,0,176665188,YES,50,KA_1K
15:00,WEDNESDAY,OPEN,0,176665188,YES,50,KA_1K
16:15,WEDNESDAY,OPEN,0,176665188,YES,50,KA_1K
16:45,WEDNESDAY,OPEN,0,176665188,YES,50,KA_1K
21:00,WEDNESDAY,CLOSED,0,176665188,YES,50,KA_1K
00:15,THURSDAY ,CLOSED,0,176665188,YES,50,KA_1K
00:30,THURSDAY ,CLOSED,0,176665188,YES,50,KA_1K
02:00,THURSDAY ,CLOSED,0,176665188,YES,50,KA_1K
04:30,THURSDAY ,CLOSED,0,176665188,YES,50,KA_1K
07:30,THURSDAY ,OPENING,0,176665188,YES,50,KA_1K
07:45,THURSDAY ,OPENING,0,176665188,YES,50,KA_1K
12:00,THURSDAY ,OPEN,1,176665188,YES,50,KA_1K
13:00,THURSDAY ,OPEN,0,176665188,YES,50,KA_1K
15:00,THURSDAY ,OPEN,0,176665188,YES,50,KA_1K
16:45,THURSDAY ,OPEN,0,176665188,YES,50,KA_1K
17:30,THURSDAY ,OPEN,0,176665188,YES,50,KA_1K
20:15,THURSDAY ,OPEN,0,176665188,YES,50,KA_1K
21:45,THURSDAY ,CLOSING,0,176665188,YES,50,KA_1K
23:15,THURSDAY ,CLOSED,0,176665188,YES,50,KA_1K
23:45,THURSDAY ,CLOSED,0,176665188,YES,50,KA_1K
01:15,FRIDAY   ,CLOSED,0,176665188,YES,50,KA_1K
02:00,FRIDAY   ,CLOSED,0,176665188,YES,50,KA_1K
02:45,FRIDAY   ,CLOSED,0,176665188,YES,50,KA_1K
06:00,FRIDAY   ,CLOSED,0,176665188,YES,50,KA_1K
07:45,FRIDAY   ,OPENING,1,176665188,YES,50,KA_1K
08:00,FRIDAY   ,OPENING,1,176665188,YES,50,KA_1K
10:45,FRIDAY   ,OPEN,0,176665188,YES,50,KA_1K
11:30,FRIDAY   ,OPEN,0,176665188,YES,50,KA_1K
12:00,FRIDAY   ,OPEN,0,176665188,YES,50,KA_1K
12:15,FRIDAY   ,OPEN,0,176665188,YES,50,KA_1K
13:45,FRIDAY   ,OPEN,1,176665188,YES,50,KA_1K
15:45,FRIDAY   ,OPEN,1,176665188,YES,50,KA_1K
17:00,FRIDAY   ,OPEN,1,176665188,YES,50,KA_1K
18:00,FRIDAY   ,OPEN,0,176665188,YES,50,KA_1K
20:00,FRIDAY   ,OPEN,0,176665188,YES,50,KA_1K
20:30,FRIDAY   ,OPEN,0,176665188,YES,50,KA_1K
22:45,FRIDAY   ,CLOSED,1,176665188,YES,50,KA_1K
00:45,SATURDAY ,CLOSED,2,176665188,YES,50,KA_1K
04:45,SATURDAY ,CLOSED,0,176665188,YES,50,KA_1K
06:45,SATURDAY ,CLOSED,0,176665188,YES,50,KA_1K
09:45,SATURDAY ,OPEN,0,176665188,YES,50,KA_1K
10:15,SATURDAY ,OPEN,0,176665188,YES,50,KA_1K
10:30,SATURDAY ,OPEN,0,176665188,YES,50,KA_1K
13:15,FRIDAY   ,OPEN,1,174019380,NO,70,KS_2K
13:00,MONDAY   ,OPEN,1,174019380,NO,70,KS_2K
18:00,TUESDAY  ,OPEN,0,174019380,NO,70,KS_2K
20:45,WEDNESDAY,CLOSED,1,174019380,NO,70,KS_2K
11:00,THURSDAY ,OPEN,0,174019380,NO,70,KS_2K
21:30,THURSDAY ,CLOSING,0,174019380,NO,70,KS_2K
11:00,FRIDAY   ,OPEN,1,174019380,NO,70,KS_2K
19:15,FRIDAY   ,OPEN,0,174019380,NO,70,KS_2K
00:30,SATURDAY ,CLOSED,1,174019380,NO,70,KS_2K
17:00,SATURDAY ,OPEN,1,174019380,NO,70,KS_2K
15:15,MONDAY   ,OPEN,1,174019380,NO,70,KS_2K
22:00,MONDAY   ,CLOSED,0,174019380,NO,70,KS_2K
23:00,TUESDAY  ,CLOSED,0,174019380,NO,70,KS_2K
00:00,WEDNESDAY,CLOSED,0,174019380,NO,70,KS_2K
11:30,WEDNESDAY,OPEN,1,174019380,NO,70,KS_2K
14:15,WEDNESDAY,OPEN,0,174019380,NO,70,KS_2K
18:00,WEDNESDAY,CLOSING,0,174019380,NO,70,KS_2K
18:15,WEDNESDAY,CLOSING,1,174019380,NO,70,KS_2K
20:00,WEDNESDAY,CLOSED,0,174019380,NO,70,KS_2K
20:15,WEDNESDAY,CLOSED,1,174019380,NO,70,KS_2K
20:30,WEDNESDAY,CLOSED,1,174019380,NO,70,KS_2K
22:45,WEDNESDAY,CLOSED,0,174019380,NO,70,KS_2K
00:15,THURSDAY ,CLOSED,0,174019380,NO,70,KS_2K
01:15,THURSDAY ,CLOSED,0,174019380,NO,70,KS_2K
01:45,THURSDAY ,CLOSED,0,174019380,NO,70,KS_2K
04:30,THURSDAY ,CLOSED,2,174019380,NO,70,KS_2K
06:15,THURSDAY ,CLOSED,0,174019380,NO,70,KS_2K
06:30,THURSDAY ,CLOSED,0,174019380,NO,70,KS_2K
11:00,THURSDAY ,OPEN,0,174019380,NO,70,KS_2K
12:30,THURSDAY ,OPEN,0,174019380,NO,70,KS_2K
14:15,THURSDAY ,OPEN,0,174019380,NO,70,KS_2K
17:00,THURSDAY ,OPEN,0,174019380,NO,70,KS_2K
18:45,THURSDAY ,OPEN,1,174019380,NO,70,KS_2K
19:30,THURSDAY ,OPEN,1,174019380,NO,70,KS_2K
20:00,THURSDAY ,OPEN,1,174019380,NO,70,KS_2K
20:30,THURSDAY ,OPEN,1,174019380,NO,70,KS_2K
11:00,FRIDAY   ,OPEN,0,174019380,NO,70,KS_2K
12:00,FRIDAY   ,OPEN,1,174019380,NO,70,KS_2K
14:15,FRIDAY   ,OPEN,0,174019380,NO,70,KS_2K
14:45,FRIDAY   ,OPEN,1,174019380,NO,70,KS_2K
17:00,FRIDAY   ,OPEN,0,174019380,NO,70,KS_2K
23:15,FRIDAY   ,CLOSED,1,174019380,NO,70,KS_2K
00:00,SATURDAY ,CLOSED,2,174019380,NO,70,KS_2K
00:15,SATURDAY ,CLOSED,1,174019380,NO,70,KS_2K
08:45,SATURDAY ,OPENING,1,174019380,NO,70,KS_2K
11:00,SATURDAY ,OPEN,1,174019380,NO,70,KS_2K
14:30,SATURDAY ,OPEN,1,174019380,NO,70,KS_2K
15:45,SATURDAY ,OPEN,1,174019380,NO,70,KS_2K
20:30,SATURDAY ,CLOSED,1,174019380,NO,70,KS_2K
21:30,SATURDAY ,CLOSED,1,174019380,NO,70,KS_2K
02:00,SUNDAY   ,CLOSED,2,174019380,NO,70,KS_2K
04:00,SUNDAY   ,CLOSED,1,174019380,NO,70,KS_2K
05:30,SUNDAY   ,CLOSED,1,174019380,NO,70,KS_2K
07:30,SUNDAY   ,CLOSED,1,174019380,NO,70,KS_2K
10:30,SUNDAY   ,CLOSED,1,174019380,NO,70,KS_2K
11:00,SUNDAY   ,CLOSED,0,174019380,NO,70,KS_2K
14:15,SUNDAY   ,CLOSED,1,174019380,NO,70,KS_2K
14:30,SUNDAY   ,CLOSED,1,174019380,NO,70,KS_2K
15:45,SUNDAY   ,CLOSED,0,174019380,NO,70,KS_2K
17:00,SUNDAY   ,CLOSED,1,174019380,NO,70,KS_2K
17:15,SUNDAY   ,CLOSED,0,174019380,NO,70,KS_2K
18:00,MONDAY   ,CLOSING,0,174019380,NO,70,KS_2K
18:15,MONDAY   ,CLOSING,0,174019380,NO,70,KS_2K
22:30,MONDAY   ,CLOSED,0,174019380,NO,70,KS_2K
23:00,MONDAY   ,CLOSED,1,174019380,NO,70,KS_2K
23:15,MONDAY   ,CLOSED,0,174019380,NO,70,KS_2K
00:30,TUESDAY  ,CLOSED,0,174019380,NO,70,KS_2K
02:00,TUESDAY  ,CLOSED,0,174019380,NO,70,KS_2K
05:30,TUESDAY  ,CLOSED,0,174019380,NO,70,KS_2K
08:00,TUESDAY  ,OPENING,0,174019380,NO,70,KS_2K
09:15,TUESDAY  ,OPEN,0,174019380,NO,70,KS_2K
14:00,TUESDAY  ,OPEN,0,174019380,NO,70,KS_2K
15:00,TUESDAY  ,OPEN,0,174019380,NO,70,KS_2K
20:00,TUESDAY  ,OPEN,0,174019380,NO,70,KS_2K
21:00,TUESDAY  ,CLOSING,1,174019380,NO,70,KS_2K
02:30,WEDNESDAY,CLOSED,1,174019380,NO,70,KS_2K
04:15,WEDNESDAY,CLOSED,0,174019380,NO,70,KS_2K
04:30,WEDNESDAY,CLOSED,0,174019380,NO,70,KS_2K
05:15,WEDNESDAY,CLOSED,0,174019380,NO,70,KS_2K
07:15,WEDNESDAY,CLOSED,1,174019380,NO,70,KS_2K
07:45,WEDNESDAY,OPENING,1,174019380,NO,70,KS_2K
09:00,WEDNESDAY,OPEN,1,174019380,NO,70,KS_2K
13:30,WEDNESDAY,OPEN,1,174019380,NO,70,KS_2K
17:15,WEDNESDAY,OPEN,0,174019380,NO,70,KS_2K
18:45,WEDNESDAY,CLOSING,1,174019380,NO,70,KS_2K
19:30,WEDNESDAY,CLOSED,0,174019380,NO,70,KS_2K
21:45,WEDNESDAY,CLOSED,1,174019380,NO,70,KS_2K
22:00,WEDNESDAY,CLOSED,0,174019380,NO,70,KS_2K
23:30,WEDNESDAY,CLOSED,0,174019380,NO,70,KS_2K
01:45,THURSDAY ,CLOSED,0,174019380,NO,70,KS_2K
11:00,THURSDAY ,OPEN,0,174019380,NO,70,KS_2K
11:45,THURSDAY ,OPEN,1,174019380,NO,70,KS_2K
14:00,THURSDAY ,OPEN,1,174019380,NO,70,KS_2K
20:30,THURSDAY ,OPEN,0,174019380,NO,70,KS_2K
02:45,FRIDAY   ,CLOSED,0,174019380,NO,70,KS_2K
08:30,FRIDAY   ,OPENING,0,174019380,NO,70,KS_2K
09:30,FRIDAY   ,OPEN,1,174019380,NO,70,KS_2K
12:15,FRIDAY   ,OPEN,1,174019380,NO,70,KS_2K
14:15,FRIDAY   ,OPEN,1,174019380,NO,70,KS_2K
16:15,FRIDAY   ,OPEN,1,174019380,NO,70,KS_2K
17:00,FRIDAY   ,OPEN,0,174019380,NO,70,KS_2K
18:45,FRIDAY   ,OPEN,0,174019380,NO,70,KS_2K
21:30,FRIDAY   ,CLOSING,1,174019380,NO,70,KS_2K
21:45,FRIDAY   ,CLOSING,1,174019380,NO,70,KS_2K
22:45,FRIDAY   ,CLOSED,1,174019380,NO,70,KS_2K
01:00,SATURDAY ,CLOSED,1,174019380,NO,70,KS_2K
01:45,SATURDAY ,CLOSED,1,174019380,NO,70,KS_2K
04:15,SATURDAY ,CLOSED,0,174019380,NO,70,KS_2K
08:45,SATURDAY ,OPENING,1,174019380,NO,70,KS_2K
11:30,SATURDAY ,OPEN,0,174019380,NO,70,KS_2K
12:30,SATURDAY ,OPEN,0,174019380,NO,70,KS_2K
16:00,SATURDAY ,OPEN,1,174019380,NO,70,KS_2K
16:30,SATURDAY ,OPEN,1,174019380,NO,70,KS_2K
00:00,SUNDAY   ,CLOSED,1,174019380,NO,70,KS_2K
00:15,SUNDAY   ,CLOSED,1,174019380,NO,70,KS_2K
00:45,SUNDAY   ,CLOSED,2,174019380,NO,70,KS_2K
02:15,SUNDAY   ,CLOSED,2,174019380,NO,70,KS_2K
03:30,SUNDAY   ,CLOSED,1,174019380,NO,70,KS_2K
03:45,SUNDAY   ,CLOSED,1,174019380,NO,70,KS_2K
04:15,SUNDAY   ,CLOSED,1,174019380,NO,70,KS_2K
05:00,SUNDAY   ,CLOSED,2,174019380,NO,70,KS_2K
07:45,SUNDAY   ,CLOSED,1,174019380,NO,70,KS_2K
09:45,SUNDAY   ,CLOSED,0,174019380,NO,70,KS_2K
12:00,SUNDAY   ,CLOSED,0,174019380,NO,70,KS_2K
13:45,SUNDAY   ,CLOSED,1,174019380,NO,70,KS_2K
14:30,SUNDAY   ,CLOSED,1,174019380,NO,70,KS_2K
17:45,SUNDAY   ,CLOSED,2,174019380,NO,70,KS_2K
19:15,SUNDAY   ,CLOSED,0,174019380,NO,70,KS_2K
22:45,SUNDAY   ,CLOSED,0,174019380,NO,70,KS_2K
20:45,MONDAY   ,CLOSED,0,174019380,NO,70,KS_2K
21:15,MONDAY   ,CLOSED,1,174019380,NO,70,KS_2K
05:30,TUESDAY  ,CLOSED,0,174019380,NO,70,KS_2K
08:45,TUESDAY  ,OPENING,1,174019380,NO,70,KS_2K
10:15,TUESDAY  ,OPEN,1,174019380,NO,70,KS_2K
17:00,TUESDAY  ,OPEN,1,174019380,NO,70,KS_2K
22:30,TUESDAY  ,CLOSED,0,174019380,NO,70,KS_2K
23:00,TUESDAY  ,CLOSED,0,174019380,NO,70,KS_2K
04:00,WEDNESDAY,CLOSED,0,174019380,NO,70,KS_2K
04:15,WEDNESDAY,CLOSED,0,174019380,NO,70,KS_2K
07:00,WEDNESDAY,CLOSED,1,174019380,NO,70,KS_2K
07:15,WEDNESDAY,CLOSED,1,174019380,NO,70,KS_2K
13:15,WEDNESDAY,OPEN,0,174019380,NO,70,KS_2K
14:15,WEDNESDAY,OPEN,0,174019380,NO,70,KS_2K
18:00,WEDNESDAY,CLOSING,0,174019380,NO,70,KS_2K
08:00,THURSDAY ,OPENING,0,174019380,NO,70,KS_2K
08:30,THURSDAY ,OPENING,1,174019380,NO,70,KS_2K
08:45,THURSDAY ,OPENING,0,174019380,NO,70,KS_2K
09:00,THURSDAY ,OPEN,0,174019380,NO,70,KS_2K
10:30,THURSDAY ,OPEN,0,174019380,NO,70,KS_2K
11:15,THURSDAY ,OPEN,1,174019380,NO,70,KS_2K
11:30,THURSDAY ,OPEN,1,174019380,NO,70,KS_2K
15:45,THURSDAY ,OPEN,1,174019380,NO,70,KS_2K
16:45,THURSDAY ,OPEN,0,174019380,NO,70,KS_2K
20:15,THURSDAY ,OPEN,0,174019380,NO,70,KS_2K
21:45,THURSDAY ,CLOSING,1,174019380,NO,70,KS_2K
23:45,THURSDAY ,CLOSED,0,174019380,NO,70,KS_2K
00:15,FRIDAY   ,CLOSED,0,174019380,NO,70,KS_2K
04:00,FRIDAY   ,CLOSED,0,174019380,NO,70,KS_2K
04:15,FRIDAY   ,CLOSED,1,174019380,NO,70,KS_2K
07:45,FRIDAY   ,OPENING,1,174019380,NO,70,KS_2K
08:30,FRIDAY   ,OPENING,1,174019380,NO,70,KS_2K
11:15,FRIDAY   ,OPEN,0,174019380,NO,70,KS_2K
12:45,FRIDAY   ,OPEN,0,174019380,NO,70,KS_2K
13:15,FRIDAY   ,OPEN,1,174019380,NO,70,KS_2K
13:30,FRIDAY   ,OPEN,1,174019380,NO,70,KS_2K
17:15,FRIDAY   ,OPEN,1,174019380,NO,70,KS_2K
20:00,FRIDAY   ,OPEN,1,174019380,NO,70,KS_2K
22:00,FRIDAY   ,CLOSING,1,174019380,NO,70,KS_2K
00:00,SATURDAY ,CLOSED,1,174019380,NO,70,KS_2K
00:15,SATURDAY ,CLOSED,1,174019380,NO,70,KS_2K
02:00,SATURDAY ,CLOSED,1,174019380,NO,70,KS_2K
06:00,SATURDAY ,CLOSED,0,174019380,NO,70,KS_2K
07:00,SATURDAY ,CLOSED,2,174019380,NO,70,KS_2K
07:30,SATURDAY ,OPENING,0,174019380,NO,70,KS_2K
08:30,SATURDAY ,OPENING,1,174019380,NO,70,KS_2K
09:00,SATURDAY ,OPEN,1,174019380,NO,70,KS_2K
10:00,SATURDAY ,OPEN,0,174019380,NO,70,KS_2K
10:30,SATURDAY ,OPEN,0,174019380,NO,70,KS_2K
13:15,FRIDAY   ,OPEN,1,197107696,NO,70,KS_2K
16:15,MONDAY   ,OPEN,0,197107696,NO,70,KS_2K
17:15,MONDAY   ,OPEN,0,197107696,NO,70,KS_2K
20:45,TUESDAY  ,OPEN,0,197107696,NO,70,KS_2K
21:30,THURSDAY ,CLOSING,1,197107696,NO,70,KS_2K
20:15,SATURDAY ,CLOSED,0,197107696,NO,70,KS_2K
19:45,SUNDAY   ,CLOSED,1,197107696,NO,70,KS_2K
01:00,MONDAY   ,CLOSED,0,197107696,NO,70,KS_2K
10:45,MONDAY   ,OPEN,1,197107696,NO,70,KS_2K
19:00,MONDAY   ,CLOSING,1,197107696,NO,70,KS_2K
01:00,TUESDAY  ,CLOSED,0,197107696,NO,70,KS_2K
22:00,TUESDAY  ,CLOSING,0,197107696,NO,70,KS_2K
01:15,WEDNESDAY,CLOSED,0,197107696,NO,70,KS_2K
02:00,WEDNESDAY,CLOSED,0,197107696,NO,70,KS_2K
03:45,WEDNESDAY,CLOSED,1,197107696,NO,70,KS_2K
13:00,WEDNESDAY,OPEN,0,197107696,NO,70,KS_2K
18:30,WEDNESDAY,CLOSING,0,197107696,NO,70,KS_2K
19:15,WEDNESDAY,CLOSED,0,197107696,NO,70,KS_2K
20:45,WEDNESDAY,CLOSED,1,197107696,NO,70,KS_2K
21:30,WEDNESDAY,CLOSED,0,197107696,NO,70,KS_2K
00:15,THURSDAY ,CLOSED,0,197107696,NO,70,KS_2K
02:30,THURSDAY ,CLOSED,0,197107696,NO,70,KS_2K
02:45,THURSDAY ,CLOSED,0,197107696,NO,70,KS_2K
05:00,THURSDAY ,CLOSED,0,197107696,NO,70,KS_2K
06:15,THURSDAY ,CLOSED,0,197107696,NO,70,KS_2K
09:15,THURSDAY ,OPEN,1,197107696,NO,70,KS_2K
09:30,THURSDAY ,OPEN,1,197107696,NO,70,KS_2K
11:00,THURSDAY ,OPEN,0,197107696,NO,70,KS_2K
12:45,THURSDAY ,OPEN,0,197107696,NO,70,KS_2K
18:30,THURSDAY ,OPEN,0,197107696,NO,70,KS_2K
